 frequency              v(net6)                v(net6)               
 1.000000000000000e+00  2.565996358666375e+02 -2.474347484067634e-02 
 1.023292992280754e+00  2.565996357544180e+02 -2.531982439808853e-02 
 1.047128548050899e+00  2.565996356369099e+02 -2.590959886050218e-02 
 1.071519305237606e+00  2.565996355138637e+02 -2.651311093406939e-02 
 1.096478196143185e+00  2.565996353850185e+02 -2.713068060880008e-02 
 1.122018454301963e+00  2.565996352501011e+02 -2.776263532822478e-02 
 1.148153621496882e+00  2.565996351088252e+02 -2.840931016300895e-02 
 1.174897554939529e+00  2.565996349608912e+02 -2.907104798861152e-02 
 1.202264434617413e+00  2.565996348059852e+02 -2.974819966708152e-02 
 1.230268770812381e+00  2.565996346437788e+02 -3.044112423308924e-02 
 1.258925411794167e+00  2.565996344739278e+02 -3.115018908429066e-02 
 1.288249551693134e+00  2.565996342960721e+02 -3.187577017612599e-02 
 1.318256738556407e+00  2.565996341098341e+02 -3.261825222115557e-02 
 1.348962882591653e+00  2.565996339148190e+02 -3.337802889303888e-02 
 1.380384264602885e+00  2.565996337106133e+02 -3.415550303526493e-02 
 1.412537544622754e+00  2.565996334967837e+02 -3.495108687474431e-02 
 1.445439770745927e+00  2.565996332728764e+02 -3.576520224037652e-02 
 1.479108388168207e+00  2.565996330384168e+02 -3.659828078670858e-02 
 1.513561248436208e+00  2.565996327929074e+02 -3.745076422280283e-02 
 1.548816618912481e+00  2.565996325358277e+02 -3.832310454643600e-02 
 1.584893192461113e+00  2.565996322666319e+02 -3.921576428375338e-02 
 1.621810097358929e+00  2.565996319847495e+02 -4.012921673450498e-02 
 1.659586907437560e+00  2.565996316895823e+02 -4.106394622299440e-02 
 1.698243652461743e+00  2.565996313805043e+02 -4.202044835487237e-02 
 1.737800828749374e+00  2.565996310568599e+02 -4.299923027991214e-02 
 1.778279410038922e+00  2.565996307179626e+02 -4.400081096090552e-02 
 1.819700858609982e+00  2.565996303630936e+02 -4.502572144882205e-02 
 1.862087136662866e+00  2.565996299915003e+02 -4.607450516437769e-02 
 1.905460717963246e+00  2.565996296023941e+02 -4.714771818616163e-02 
 1.949844599758044e+00  2.565996291949500e+02 -4.824592954547480e-02 
 1.995262314968878e+00  2.565996287683036e+02 -4.936972152803525e-02 
 2.041737944669527e+00  2.565996283215501e+02 -5.051968998271176e-02 
 2.089296130854037e+00  2.565996278537417e+02 -5.169644463744826e-02 
 2.137962089502230e+00  2.565996273638862e+02 -5.290060942254706e-02 
 2.187761623949550e+00  2.565996268509444e+02 -5.413282280148188e-02 
 2.238721138568337e+00  2.565996263138284e+02 -5.539373810941697e-02 
 2.290867652767770e+00  2.565996257513990e+02 -5.668402389961064e-02 
 2.344228815319919e+00  2.565996251624632e+02 -5.800436429788752e-02 
 2.398832919019488e+00  2.565996245457716e+02 -5.935545936536740e-02 
 2.454708915685027e+00  2.565996239000163e+02 -6.073802546964314e-02 
 2.511886431509577e+00  2.565996232238273e+02 -6.215279566460367e-02 
 2.570395782768860e+00  2.565996225157706e+02 -6.360052007910451e-02 
 2.630267991895378e+00  2.565996217743443e+02 -6.508196631469086e-02 
 2.691534803926912e+00  2.565996209979755e+02 -6.659791985258526e-02 
 2.754228703338163e+00  2.565996201850177e+02 -6.814918447015397e-02 
 2.818382931264450e+00  2.565996193337464e+02 -6.973658266707472e-02 
 2.884031503126602e+00  2.565996184423558e+02 -7.136095610143027e-02 
 2.951209226666381e+00  2.565996175089554e+02 -7.302316603595986e-02 
 3.019951720402012e+00  2.565996165315652e+02 -7.472409379470453e-02 
 3.090295432513586e+00  2.565996155081120e+02 -7.646464123028886e-02 
 3.162277660168374e+00  2.565996144364248e+02 -7.824573120208682e-02 
 3.235936569296277e+00  2.565996133142306e+02 -8.006830806552456e-02 
 3.311311214825905e+00  2.565996121391492e+02 -8.193333817278076e-02 
 3.388441561392020e+00  2.565996109086879e+02 -8.384181038514850e-02 
 3.467368504525310e+00  2.565996096202367e+02 -8.579473659733143e-02 
 3.548133892335748e+00  2.565996082710626e+02 -8.779315227395180e-02 
 3.630780547701007e+00  2.565996068583040e+02 -8.983811699855462e-02 
 3.715352290971718e+00  2.565996053789527e+02 -9.193071503539339e-02 
 3.801893963205605e+00  2.565996038298937e+02 -9.407205590432843e-02 
 3.890451449942799e+00  2.565996022078299e+02 -9.626327496906058e-02 
 3.981071705534965e+00  2.565996005093205e+02 -9.850553403912055e-02 
 4.073802778041119e+00  2.565995987307628e+02 -1.008000219858523e-01 
 4.168693834703346e+00  2.565995968683843e+02 -1.031479553727484e-01 
 4.265795188015918e+00  2.565995949182347e+02 -1.055505791004679e-01 
 4.365158322401651e+00  2.565995928761774e+02 -1.080091670668755e-01 
 4.466835921509622e+00  2.565995907378810e+02 -1.105250228424565e-01 
 4.570881896148741e+00  2.565995884988097e+02 -1.130994803614598e-01 
 4.677351412871972e+00  2.565995861542144e+02 -1.157339046291415e-01 
 4.786300923226373e+00  2.565995836991218e+02 -1.184296924454776e-01 
 4.897788193684452e+00  2.565995811283241e+02 -1.211882731457354e-01 
 5.011872336272712e+00  2.565995784363686e+02 -1.240111093582912e-01 
 5.128613839913638e+00  2.565995756175452e+02 -1.268996977800991e-01 
 5.248074602497715e+00  2.565995726658748e+02 -1.298555699702206e-01 
 5.370317963702516e+00  2.565995695750966e+02 -1.328802931618357e-01 
 5.495408738576233e+00  2.565995663386544e+02 -1.359754710931656e-01 
 5.623413251903478e+00  2.565995629496724e+02 -1.391427448577406e-01 
 5.754399373371556e+00  2.565995594009844e+02 -1.423837937745093e-01 
 5.888436553555876e+00  2.565995556850520e+02 -1.457003362781335e-01 
 6.025595860743564e+00  2.565995517939931e+02 -1.490941308300973e-01 
 6.165950018614807e+00  2.565995477195546e+02 -1.525669768509960e-01 
 6.309573444801917e+00  2.565995434530937e+02 -1.561207156745445e-01 
 6.456542290346539e+00  2.565995389855610e+02 -1.597572315238042e-01 
 6.606934480075944e+00  2.565995343074802e+02 -1.634784525101456e-01 
 6.760829753919801e+00  2.565995294089282e+02 -1.672863516554743e-01 
 6.918309709189348e+00  2.565995242795149e+02 -1.711829479382648e-01 
 7.079457843841362e+00  2.565995189083484e+02 -1.751703073639430e-01 
 7.244359600749883e+00  2.565995132840591e+02 -1.792505440602491e-01 
 7.413102413009157e+00  2.565995073947054e+02 -1.834258213980032e-01 
 7.585775750291819e+00  2.565995012277951e+02 -1.876983531380771e-01 
 7.762471166286898e+00  2.565994947702477e+02 -1.920704046050236e-01 
 7.943282347242794e+00  2.565994880083658e+02 -1.965442938880454e-01 
 8.128305161640972e+00  2.565994809277953e+02 -2.011223930699211e-01 
 8.317637711026689e+00  2.565994735135402e+02 -2.058071294846052e-01 
 8.511380382023743e+00  2.565994657498623e+02 -2.106009870039970e-01 
 8.709635899560784e+00  2.565994576202942e+02 -2.155065073547910e-01 
 8.912509381337431e+00  2.565994491075917e+02 -2.205262914659305e-01 
 9.120108393559072e+00  2.565994401936987e+02 -2.256630008474510e-01 
 9.332543007969884e+00  2.565994308596960e+02 -2.309193590014136e-01 
 9.549925860214332e+00  2.565994210858081e+02 -2.362981528657628e-01 
 9.772372209558078e+00  2.565994108512917e+02 -2.418022342916633e-01 
 9.999999999999970e+00  2.565994001344384e+02 -2.474345215553749e-01 
 1.023292992280751e+01  2.565993889125049e+02 -2.531980009052425e-01 
 1.047128548050896e+01  2.565993771617108e+02 -2.590957281447941e-01 
 1.071519305237603e+01  2.565993648571202e+02 -2.651308302525496e-01 
 1.096478196143182e+01  2.565993519726219e+02 -2.713065070396701e-01 
 1.122018454301960e+01  2.565993384809092e+02 -2.776260328462111e-01 
 1.148153621496879e+01  2.565993243533532e+02 -2.840927582767144e-01 
 1.174897554939526e+01  2.565993095599762e+02 -2.907101119763553e-01 
 1.202264434617409e+01  2.565992940694227e+02 -2.974816024484355e-01 
 1.230268770812378e+01  2.565992778488239e+02 -3.044108199140355e-01 
 1.258925411794163e+01  2.565992608637625e+02 -3.115014382151083e-01 
 1.288249551693130e+01  2.565992430782342e+02 -3.187572167618780e-01 
 1.318256738556403e+01  2.565992244544910e+02 -3.261820025253821e-01 
 1.348962882591649e+01  2.565992049530527e+02 -3.337797320766727e-01 
 1.380384264602880e+01  2.565991845325316e+02 -3.415544336731797e-01 
 1.412537544622749e+01  2.565991631496366e+02 -3.495102293939366e-01 
 1.445439770745922e+01  2.565991407589891e+02 -3.576513373241902e-01 
 1.479108388168202e+01  2.565991173131191e+02 -3.659820737911755e-01 
 1.513561248436203e+01  2.565990927622723e+02 -3.745068556515854e-01 
 1.548816618912476e+01  2.565990670543968e+02 -3.832302026326154e-01 
 1.584893192461108e+01  2.565990401349405e+02 -3.921567397271347e-01 
 1.621810097358924e+01  2.565990119468159e+02 -4.012911996449216e-01 
 1.659586907437554e+01  2.565989824302446e+02 -4.106384253207127e-01 
 1.698243652461738e+01  2.565989515225960e+02 -4.202033724805924e-01 
 1.737800828749369e+01  2.565989191583232e+02 -4.299911122683148e-01 
 1.778279410038916e+01  2.565988852687785e+02 -4.400068339324769e-01 
 1.819700858609976e+01  2.565988497820789e+02 -4.502558475763259e-01 
 1.862087136662860e+01  2.565988126229651e+02 -4.607435869715315e-01 
 1.905460717963240e+01  2.565987737125964e+02 -4.714756124372673e-01 
 1.949844599758038e+01  2.565987329684516e+02 -4.824576137865272e-01 
 1.995262314968872e+01  2.565986903041087e+02 -4.936954133406904e-01 
 2.041737944669521e+01  2.565986456290732e+02 -5.051949690143229e-01 
 2.089296130854031e+01  2.565985988485737e+02 -5.169623774716503e-01 
 2.137962089502224e+01  2.565985498634081e+02 -5.290038773565774e-01 
 2.187761623949544e+01  2.565984985696631e+02 -5.413258525974886e-01 
 2.238721138568331e+01  2.565984448585411e+02 -5.539348357891887e-01 
 2.290867652767764e+01  2.565983886161050e+02 -5.668375116532611e-01 
 2.344228815319913e+01  2.565983297230832e+02 -5.800407205790542e-01 
 2.398832919019481e+01  2.565982680545370e+02 -5.935514622465879e-01 
 2.454708915685020e+01  2.565982034796860e+02 -6.073768993341575e-01 
 2.511886431509570e+01  2.565981358615397e+02 -6.215243613115243e-01 
 2.570395782768853e+01  2.565980650566992e+02 -6.360013483218047e-01 
 2.630267991895371e+01  2.565979909149603e+02 -6.508155351529373e-01 
 2.691534803926904e+01  2.565979132790756e+02 -6.659747753019626e-01 
 2.754228703338154e+01  2.565978319843759e+02 -6.814871051332617e-01 
 2.818382931264442e+01  2.565977468584310e+02 -6.973607481335379e-01 
 2.884031503126593e+01  2.565976577206855e+02 -7.136041192655511e-01 
 2.951209226666373e+01  2.565975643820748e+02 -7.302258294229040e-01 
 3.019951720402003e+01  2.565974666446133e+02 -7.472346899881775e-01 
 3.090295432513577e+01  2.565973643010197e+02 -7.646397174970557e-01 
 3.162277660168365e+01  2.565972571341983e+02 -7.824501384101724e-01 
