 time                v(signal)           v(out)              i(vdd)             
 0.000000000000e+00  4.000000000000e-01  3.998578143850e-01 -4.965909073196e-04 
 5.000000000000e-11  4.000000000000e-01  3.998578143850e-01 -4.965909073658e-04 
 1.000000000000e-10  4.000000000000e-01  3.998578143850e-01 -4.965909073669e-04 
 2.000000000000e-10  4.000000000000e-01  3.998578143850e-01 -4.965909073660e-04 
 4.000000000000e-10  4.000000000000e-01  3.998578143850e-01 -4.965909074211e-04 
 8.000000000000e-10  4.000000000000e-01  3.998578143850e-01 -4.965909073562e-04 
 1.600000000000e-09  4.000000000000e-01  3.998578143850e-01 -4.965909073316e-04 
 3.200000000000e-09  4.000000000000e-01  3.998578143850e-01 -4.965909073418e-04 
 6.400000000000e-09  4.000000000000e-01  3.998578143850e-01 -4.965909073476e-04 
 1.140000000000e-08  4.000000000000e-01  3.998578143850e-01 -4.965909073359e-04 
 1.640000000000e-08  4.000000000000e-01  3.998578143850e-01 -4.965909073151e-04 
 2.140000000000e-08  4.000000000000e-01  3.998578143850e-01 -4.965909073146e-04 
 2.640000000000e-08  4.000000000000e-01  3.998578143850e-01 -4.965909073219e-04 
 3.140000000000e-08  4.000000000000e-01  3.998578143851e-01 -4.965909073431e-04 
 3.640000000000e-08  4.000000000000e-01  3.998578143851e-01 -4.965909073336e-04 
 4.140000000000e-08  4.000000000000e-01  3.998578143851e-01 -4.965909073396e-04 
 4.640000000000e-08  4.000000000000e-01  3.998578143852e-01 -4.965909073377e-04 
 5.140000000000e-08  4.000000000000e-01  3.998578143852e-01 -4.965909073218e-04 
 5.640000000000e-08  4.000000000000e-01  3.998578143852e-01 -4.965909073360e-04 
 6.140000000000e-08  4.000000000000e-01  3.998578143852e-01 -4.965909073131e-04 
 6.640000000000e-08  4.000000000000e-01  3.998578143852e-01 -4.965909073159e-04 
 7.140000000000e-08  4.000000000000e-01  3.998578143853e-01 -4.965909073144e-04 
 7.640000000000e-08  4.000000000000e-01  3.998578143853e-01 -4.965909073149e-04 
 8.140000000000e-08  4.000000000000e-01  3.998578143853e-01 -4.965909073158e-04 
 8.640000000000e-08  4.000000000000e-01  3.998578143853e-01 -4.965909073268e-04 
 9.140000000000e-08  4.000000000000e-01  3.998578143853e-01 -4.965909073592e-04 
 9.640000000000e-08  4.000000000000e-01  3.998578143853e-01 -4.965909073240e-04 
 1.014000000000e-07  4.000000000000e-01  3.998578143853e-01 -4.965909073111e-04 
 1.064000000000e-07  4.000000000000e-01  3.998578143853e-01 -4.965909073161e-04 
 1.114000000000e-07  4.000000000000e-01  3.998578143853e-01 -4.965909073264e-04 
