 time                   v(signal)              v(out)                 i(vin)                
 2.866500000000139e-06  5.000000000000000e-01  4.999999983527756e-01 -1.647224349109189e-12 
 2.867500000000139e-06  5.000000000000000e-01  4.999999983691659e-01 -1.630834031186856e-12 
 2.868500000000139e-06  5.000000000000000e-01  4.999999983853931e-01 -1.614606885691483e-12 
 2.869500000000140e-06  5.000000000000000e-01  4.999999984014588e-01 -1.598541286319810e-12 
 2.870500000000140e-06  5.000000000000000e-01  4.999999984173645e-01 -1.582635498348361e-12 
 2.871500000000140e-06  5.000000000000000e-01  4.999999984331121e-01 -1.566887895473879e-12 
 2.872500000000140e-06  5.000000000000000e-01  4.999999984487030e-01 -1.551297068233537e-12 
 2.873500000000140e-06  5.000000000000000e-01  4.999999984641387e-01 -1.535861281903861e-12 
 2.874500000000140e-06  5.000000000000000e-01  4.999999984794209e-01 -1.520579018601809e-12 
 2.875500000000140e-06  5.000000000000000e-01  4.999999984945511e-01 -1.505448868864556e-12 
 2.876500000000140e-06  5.000000000000000e-01  4.999999985095308e-01 -1.490469206388845e-12 
 2.877500000000140e-06  5.000000000000000e-01  4.999999985243614e-01 -1.475638621711850e-12 
 2.878500000000140e-06  5.000000000000000e-01  4.999999985390444e-01 -1.460955596950531e-12 
 2.879500000000140e-06  5.000000000000000e-01  4.999999985535813e-01 -1.446418614221845e-12 
 2.880500000000140e-06  5.000000000000000e-01  4.999999985679735e-01 -1.432026480903403e-12 
 2.881500000000140e-06  5.000000000000000e-01  4.999999985822225e-01 -1.417777462271730e-12 
 2.882500000000141e-06  5.000000000000000e-01  4.999999985963298e-01 -1.403670148864000e-12 
 2.883500000000141e-06  5.000000000000000e-01  4.999999986102967e-01 -1.389703348057825e-12 
 2.884500000000141e-06  5.000000000000000e-01  4.999999986241246e-01 -1.375875325129727e-12 
 2.885500000000141e-06  5.000000000000000e-01  4.999999986378150e-01 -1.362184995877536e-12 
 2.886500000000141e-06  5.000000000000000e-01  4.999999986513691e-01 -1.348630950838425e-12 
 2.887500000000141e-06  5.000000000000000e-01  4.999999986647883e-01 -1.335211672129355e-12 
 2.888500000000141e-06  5.000000000000000e-01  4.999999986780739e-01 -1.321926075548152e-12 
 2.889500000000141e-06  5.000000000000000e-01  4.999999986912275e-01 -1.308772534791558e-12 
 2.890500000000141e-06  5.000000000000000e-01  4.999999987042502e-01 -1.295749857237183e-12 
 2.891500000000141e-06  5.000000000000000e-01  4.999999987171432e-01 -1.282856850262637e-12 
 2.892500000000141e-06  5.000000000000000e-01  4.999999987299080e-01 -1.270091995984879e-12 
 2.893500000000141e-06  5.000000000000000e-01  4.999999987425458e-01 -1.257454210201736e-12 
 2.894500000000141e-06  5.000000000000000e-01  4.999999987550578e-01 -1.244942191870602e-12 
 2.895500000000142e-06  5.000000000000000e-01  4.999999987674453e-01 -1.232554748369086e-12 
 2.896500000000142e-06  5.000000000000000e-01  4.999999987797096e-01 -1.220290470234364e-12 
 2.897500000000142e-06  5.000000000000000e-01  4.999999987918518e-01 -1.208148164844047e-12 
 2.898500000000142e-06  5.000000000000000e-01  4.999999988038731e-01 -1.196126856416180e-12 
 2.899500000000142e-06  5.000000000000000e-01  4.999999988157748e-01 -1.184225135487937e-12 
 2.900500000000142e-06  5.000000000000000e-01  4.999999988275582e-01 -1.172441701016713e-12 
 2.901500000000142e-06  5.000000000000000e-01  4.999999988392245e-01 -1.160775577220552e-12 
 2.902500000000142e-06  5.000000000000000e-01  4.999999988507745e-01 -1.149225463056847e-12 
 2.903500000000142e-06  5.000000000000000e-01  4.999999988622095e-01 -1.137790491163859e-12 
 2.904500000000142e-06  5.000000000000000e-01  4.999999988735307e-01 -1.126469360498983e-12 
 2.905500000000142e-06  5.000000000000000e-01  4.999999988847393e-01 -1.115260661599393e-12 
 2.906500000000142e-06  5.000000000000000e-01  4.999999988958365e-01 -1.104163527103352e-12 
 2.907500000000142e-06  5.000000000000000e-01  4.999999989068232e-01 -1.093176764388470e-12 
 2.908500000000142e-06  5.000000000000000e-01  4.999999989177007e-01 -1.082299289252575e-12 
 2.909500000000143e-06  5.000000000000000e-01  4.999999989284699e-01 -1.071530125913711e-12 
 2.910500000000143e-06  5.000000000000000e-01  4.999999989391318e-01 -1.060868190169706e-12 
 2.911500000000143e-06  5.000000000000000e-01  4.999999989496877e-01 -1.050312289398170e-12 
 2.912500000000143e-06  5.000000000000000e-01  4.999999989601385e-01 -1.039861447817148e-12 
 2.913500000000143e-06  5.000000000000000e-01  4.999999989704854e-01 -1.029514689644684e-12 
 2.914500000000143e-06  5.000000000000000e-01  4.999999989807294e-01 -1.019270605417955e-12 
 2.915500000000143e-06  5.000000000000000e-01  4.999999989908714e-01 -1.009128544615656e-12 
 2.916500000000143e-06  5.000000000000000e-01  4.999999990009126e-01 -9.990874230356162e-13 
 2.917500000000143e-06  5.000000000000000e-01  4.999999990108538e-01 -9.891461564756621e-13 
 2.918500000000143e-06  5.000000000000000e-01  4.999999990206961e-01 -9.793038775740559e-13 
 2.919500000000143e-06  5.000000000000000e-01  4.999999990304404e-01 -9.695596105488424e-13 
 2.920500000000143e-06  5.000000000000000e-01  4.999999990400878e-01 -9.599121627776319e-13 
 2.921500000000143e-06  5.000000000000000e-01  4.999999990496392e-01 -9.503608837391209e-13 
 2.922500000000144e-06  5.000000000000000e-01  4.999999990590954e-01 -9.409045808109195e-13 
 2.923500000000144e-06  5.000000000000000e-01  4.999999990684577e-01 -9.315423866312900e-13 
 2.924500000000144e-06  5.000000000000000e-01  4.999999990777267e-01 -9.222733254182769e-13 
 2.925500000000144e-06  5.000000000000000e-01  4.999999990869036e-01 -9.130964213899251e-13 
 2.926500000000144e-06  5.000000000000000e-01  4.999999990959891e-01 -9.040109156047138e-13 
 2.927500000000144e-06  5.000000000000000e-01  4.999999991049843e-01 -8.950157238604706e-13 
 2.928500000000144e-06  5.000000000000000e-01  4.999999991138899e-01 -8.861100872156746e-13 
 2.929500000000144e-06  5.000000000000000e-01  4.999999991227069e-01 -8.772931383085880e-13 
 2.930500000000144e-06  5.000000000000000e-01  4.999999991314361e-01 -8.685639013572555e-13 
 2.931500000000144e-06  5.000000000000000e-01  4.999999991400785e-01 -8.599215089999390e-13 
 2.932500000000144e-06  5.000000000000000e-01  4.999999991486349e-01 -8.513650938749007e-13 
 2.933500000000144e-06  5.000000000000000e-01  4.999999991571062e-01 -8.428937886204024e-13 
 2.934500000000144e-06  5.000000000000000e-01  4.999999991654932e-01 -8.345068342949236e-13 
 2.935500000000145e-06  5.000000000000000e-01  4.999999991737968e-01 -8.262031466962916e-13 
 2.936500000000145e-06  5.000000000000000e-01  4.999999991820178e-01 -8.179821837234202e-13 
 2.937500000000145e-06  5.000000000000000e-01  4.999999991901569e-01 -8.098431864347888e-13 
 2.938500000000145e-06  5.000000000000000e-01  4.999999991982150e-01 -8.017850706282248e-13 
 2.939500000000145e-06  5.000000000000000e-01  4.999999992061930e-01 -7.938069689419902e-13 
 2.940500000000145e-06  5.000000000000000e-01  4.999999992140915e-01 -7.859085561154333e-13 
 2.941500000000145e-06  5.000000000000000e-01  4.999999992219115e-01 -7.780885311059471e-13 
 2.942500000000145e-06  5.000000000000000e-01  4.999999992296537e-01 -7.703462433922281e-13 
 2.943500000000145e-06  5.000000000000000e-01  4.999999992373189e-01 -7.626811508731901e-13 
 2.944500000000145e-06  5.000000000000000e-01  4.999999992449077e-01 -7.550922777668778e-13 
 2.945500000000145e-06  5.000000000000000e-01  4.999999992524211e-01 -7.475789735519878e-13 
 2.946500000000145e-06  5.000000000000000e-01  4.999999992598596e-01 -7.401403708667820e-13 
 2.947500000000145e-06  5.000000000000000e-01  4.999999992672242e-01 -7.327758191899569e-13 
 2.948500000000145e-06  5.000000000000000e-01  4.999999992745155e-01 -7.254845595799919e-13 
 2.949500000000146e-06  5.000000000000000e-01  4.999999992817342e-01 -7.182658330953662e-13 
 2.950500000000146e-06  5.000000000000000e-01  4.999999992888812e-01 -7.111188807945590e-13 
 2.951500000000146e-06  5.000000000000000e-01  4.999999992959571e-01 -7.040429437360496e-13 
 2.952500000000146e-06  5.000000000000000e-01  4.999999993029625e-01 -6.970374798187517e-13 
 2.953500000000146e-06  5.000000000000000e-01  4.999999993098982e-01 -6.901018385213620e-13 
 2.954500000000146e-06  5.000000000000000e-01  4.999999993167649e-01 -6.832351524821423e-13 
 2.955500000000146e-06  5.000000000000000e-01  4.999999993235631e-01 -6.764368796000064e-13 
 2.956500000000146e-06  5.000000000000000e-01  4.999999993302939e-01 -6.697060440929992e-13 
 2.957500000000146e-06  5.000000000000000e-01  4.999999993369578e-01 -6.630422122802515e-13 
 2.958500000000146e-06  5.000000000000000e-01  4.999999993435552e-01 -6.564448420606772e-13 
 2.959500000000146e-06  5.000000000000000e-01  4.999999993500870e-01 -6.499130660725383e-13 
 2.960500000000146e-06  5.000000000000000e-01  4.999999993565538e-01 -6.434462337945313e-13 
 2.961500000000146e-06  5.000000000000000e-01  4.999999993629564e-01 -6.370435862851354e-13 
 2.962500000000147e-06  5.000000000000000e-01  4.999999993692951e-01 -6.307049067039161e-13 
 2.963500000000147e-06  5.000000000000000e-01  4.999999993755707e-01 -6.244293276891355e-13 
 2.964500000000147e-06  5.000000000000000e-01  4.999999993817839e-01 -6.182161987194901e-13 
 2.965500000000147e-06  5.000000000000000e-01  4.999999993879354e-01 -6.120646524332418e-13 
 2.966500000000147e-06  5.000000000000000e-01  4.999999993940256e-01 -6.059743635697390e-13 
 2.967500000000147e-06  5.000000000000000e-01  4.999999994000552e-01 -5.999447900278954e-13 
 2.968500000000147e-06  5.000000000000000e-01  4.999999994060247e-01 -5.939752812864074e-13 
 2.969500000000147e-06  5.000000000000000e-01  4.999999994119349e-01 -5.880650784037544e-13 
 2.970500000000147e-06  5.000000000000000e-01  4.999999994177862e-01 -5.822137476990674e-13 
 2.971500000000147e-06  5.000000000000000e-01  4.999999994235793e-01 -5.764206386510429e-13 
 2.972500000000147e-06  5.000000000000000e-01  4.999999994293148e-01 -5.706852091585946e-13 
 2.973500000000147e-06  5.000000000000000e-01  4.999999994349933e-01 -5.650067002802017e-13 
 2.974500000000147e-06  5.000000000000000e-01  4.999999994406153e-01 -5.593846783349954e-13 
 2.975500000000148e-06  5.000000000000000e-01  4.999999994461813e-01 -5.538187096421066e-13 
 2.976500000000148e-06  5.000000000000000e-01  4.999999994516919e-01 -5.483080352600145e-13 
 2.977500000000148e-06  5.000000000000000e-01  4.999999994571477e-01 -5.428522215078502e-13 
 2.978500000000148e-06  5.000000000000000e-01  4.999999994625492e-01 -5.374508347047446e-13 
 2.979500000000148e-06  5.000000000000000e-01  4.999999994678970e-01 -5.321030074889599e-13 
 2.980500000000148e-06  5.000000000000000e-01  4.999999994731916e-01 -5.268084145998442e-13 
 2.981500000000148e-06  5.000000000000000e-01  4.999999994784334e-01 -5.215665139363113e-13 
 2.982500000000148e-06  5.000000000000000e-01  4.999999994836231e-01 -5.163768718174921e-13 
 2.983500000000148e-06  5.000000000000000e-01  4.999999994887612e-01 -5.112387293018661e-13 
 2.984500000000148e-06  5.000000000000000e-01  4.999999994938482e-01 -5.061517611287814e-13 
 2.985500000000148e-06  5.000000000000000e-01  4.999999994988846e-01 -5.011154251971517e-13 
 2.986500000000148e-06  5.000000000000000e-01  4.999999995038708e-01 -4.961292878261081e-13 
 2.987500000000148e-06  5.000000000000000e-01  4.999999995088074e-01 -4.911925900741299e-13 
 2.988500000000149e-06  5.000000000000000e-01  4.999999995136948e-01 -4.863051151007824e-13 
 2.989500000000149e-06  5.000000000000000e-01  4.999999995185337e-01 -4.814663208049796e-13 
 2.990500000000149e-06  5.000000000000000e-01  4.999999995233244e-01 -4.766755566654179e-13 
 2.991500000000149e-06  5.000000000000000e-01  4.999999995280675e-01 -4.719324974214456e-13 
 2.992500000000149e-06  5.000000000000000e-01  4.999999995327634e-01 -4.672366009719764e-13 
 2.993500000000149e-06  5.000000000000000e-01  4.999999995374125e-01 -4.625875420563585e-13 
 2.994500000000149e-06  5.000000000000000e-01  4.999999995420153e-01 -4.579846701532886e-13 
 2.995500000000149e-06  5.000000000000000e-01  4.999999995465724e-01 -4.534275515818975e-13 
 2.996500000000149e-06  5.000000000000000e-01  4.999999995510842e-01 -4.489158610815336e-13 
 2.997500000000149e-06  5.000000000000000e-01  4.999999995555510e-01 -4.444489481308933e-13 
 2.998500000000149e-06  5.000000000000000e-01  4.999999995599734e-01 -4.400265958895422e-13 
 2.999500000000149e-06  5.000000000000000e-01  4.999999995643518e-01 -4.356481538361767e-13 
 3.000500000000149e-06  5.000000000000000e-01  4.999999995686866e-01 -4.313134051303624e-13 
 3.001500000000149e-06  5.000000000000000e-01  4.999999995729782e-01 -4.270216992507958e-13 
 3.002500000000150e-06  5.000000000000000e-01  4.999999995772271e-01 -4.227728193570424e-13 
 3.003500000000150e-06  5.000000000000000e-01  4.999999995814338e-01 -4.185662233480159e-13 
 3.004500000000150e-06  5.000000000000000e-01  4.999999995855987e-01 -4.144013691226300e-13 
 3.005500000000150e-06  5.000000000000000e-01  4.999999995897221e-01 -4.102778230000159e-13 
 3.006500000000150e-06  5.000000000000000e-01  4.999999995938045e-01 -4.061954765599562e-13 
 3.007500000000150e-06  5.000000000000000e-01  4.999999995978463e-01 -4.021536792811475e-13 
 3.008500000000150e-06  5.000000000000000e-01  4.999999996018478e-01 -3.981522143231553e-13 
 3.009500000000150e-06  5.000000000000000e-01  4.999999996058094e-01 -3.941905395848933e-13 
 3.010500000000150e-06  5.000000000000000e-01  4.999999996097317e-01 -3.902683298057097e-13 
 3.011500000000150e-06  5.000000000000000e-01  4.999999996136150e-01 -3.863850428845184e-13 
 3.012500000000150e-06  5.000000000000000e-01  4.999999996174596e-01 -3.825403535606675e-13 
 3.013500000000150e-06  5.000000000000000e-01  4.999999996212660e-01 -3.787339365735054e-13 
 3.014500000000150e-06  5.000000000000000e-01  4.999999996250346e-01 -3.749654666623803e-13 
 3.015500000000151e-06  5.000000000000000e-01  4.999999996287657e-01 -3.712342933059887e-13 
 3.016500000000151e-06  5.000000000000000e-01  4.999999996324596e-01 -3.675404165043306e-13 
 3.017500000000151e-06  5.000000000000000e-01  4.999999996361167e-01 -3.638832941563197e-13 
 3.018500000000151e-06  5.000000000000000e-01  4.999999996397374e-01 -3.602626010013044e-13 
 3.019500000000151e-06  5.000000000000000e-01  4.999999996433221e-01 -3.566779033584155e-13 
 3.020500000000151e-06  5.000000000000000e-01  4.999999996468714e-01 -3.531286591265670e-13 
 3.021500000000151e-06  5.000000000000000e-01  4.999999996503851e-01 -3.496148683057587e-13 
 3.022500000000151e-06  5.000000000000000e-01  4.999999996538639e-01 -3.461360972151217e-13 
 3.023500000000151e-06  5.000000000000000e-01  4.999999996573081e-01 -3.426919121737870e-13 
 3.024500000000151e-06  5.000000000000000e-01  4.999999996607180e-01 -3.392819879211029e-13 
 3.025500000000151e-06  5.000000000000000e-01  4.999999996640940e-01 -3.359059991964175e-13 
 3.026500000000151e-06  5.000000000000000e-01  4.999999996674364e-01 -3.325636207390792e-13 
 3.027500000000151e-06  5.000000000000000e-01  4.999999996707455e-01 -3.292545272884362e-13 
 3.028500000000152e-06  5.000000000000000e-01  4.999999996740217e-01 -3.259782851636195e-13 
 3.029500000000152e-06  5.000000000000000e-01  4.999999996772653e-01 -3.227346775241946e-13 
 3.030500000000152e-06  5.000000000000000e-01  4.999999996804765e-01 -3.195234875297270e-13 
 3.031500000000152e-06  5.000000000000000e-01  4.999999996836558e-01 -3.163442814993478e-13 
 3.032500000000152e-06  5.000000000000000e-01  4.999999996868035e-01 -3.131965173319706e-13 
 3.033500000000152e-06  5.000000000000000e-01  4.999999996899200e-01 -3.100799781871610e-13 
 3.034500000000152e-06  5.000000000000000e-01  4.999999996930054e-01 -3.069945556447018e-13 
 3.035500000000152e-06  5.000000000000000e-01  4.999999996960602e-01 -3.039398160237239e-13 
 3.036500000000152e-06  5.000000000000000e-01  4.999999996990845e-01 -3.009155424837928e-13 
 3.037500000000152e-06  5.000000000000000e-01  4.999999997020786e-01 -2.979213013440396e-13 
 3.038500000000152e-06  5.000000000000000e-01  4.999999997050429e-01 -2.949570926044642e-13 
 3.039500000000152e-06  5.000000000000000e-01  4.999999997079779e-01 -2.920221573235460e-13 
 3.040500000000152e-06  5.000000000000000e-01  4.999999997108835e-01 -2.891164955012848e-13 
 3.041500000000152e-06  5.000000000000000e-01  4.999999997137603e-01 -2.862396734568118e-13 
 3.042500000000153e-06  5.000000000000000e-01  4.999999997166085e-01 -2.833915827699096e-13 
 3.043500000000153e-06  5.000000000000000e-01  4.999999997194282e-01 -2.805717897597093e-13 
 3.044500000000153e-06  5.000000000000000e-01  4.999999997222200e-01 -2.777799691655591e-13 
 3.045500000000153e-06  5.000000000000000e-01  4.999999997249839e-01 -2.750160125672418e-13 
 3.046500000000153e-06  5.000000000000000e-01  4.999999997277205e-01 -2.722794862838884e-13 
 3.047500000000153e-06  5.000000000000000e-01  4.999999997304298e-01 -2.695701734750644e-13 
 3.048500000000153e-06  5.000000000000000e-01  4.999999997331121e-01 -2.668878573003353e-13 
 3.049500000000153e-06  5.000000000000000e-01  4.999999997357678e-01 -2.642322124990493e-13 
 3.050500000000153e-06  5.000000000000000e-01  4.999999997383969e-01 -2.616030222307719e-13 
 3.051500000000153e-06  5.000000000000000e-01  4.999999997410000e-01 -2.589999612348515e-13 
 3.052500000000153e-06  5.000000000000000e-01  4.999999997435772e-01 -2.564228126708534e-13 
 3.053500000000153e-06  5.000000000000000e-01  4.999999997461287e-01 -2.538712512781260e-13 
 3.054500000000153e-06  5.000000000000000e-01  4.999999997486549e-01 -2.513450602162348e-13 
 3.055500000000154e-06  5.000000000000000e-01  4.999999997511558e-01 -2.488442394851798e-13 
 3.056500000000154e-06  5.000000000000000e-01  4.999999997536318e-01 -2.463682469838746e-13 
 3.057500000000154e-06  5.000000000000000e-01  4.999999997560833e-01 -2.439166490314504e-13 
 3.058500000000154e-06  5.000000000000000e-01  4.999999997585103e-01 -2.414896624683416e-13 
 3.059500000000154e-06  5.000000000000000e-01  4.999999997609132e-01 -2.390868536136792e-13 
 3.060500000000154e-06  5.000000000000000e-01  4.999999997632922e-01 -2.367077887865943e-13 
 3.061500000000154e-06  5.000000000000000e-01  4.999999997656476e-01 -2.343524679870868e-13 
 3.062500000000154e-06  5.000000000000000e-01  4.999999997679795e-01 -2.320205659545049e-13 
 3.063500000000154e-06  5.000000000000000e-01  4.999999997702881e-01 -2.297118658484143e-13 
 3.064500000000154e-06  5.000000000000000e-01  4.999999997725739e-01 -2.274261508283804e-13 
 3.065500000000154e-06  5.000000000000000e-01  4.999999997748368e-01 -2.251632040539686e-13 
 3.066500000000154e-06  5.000000000000000e-01  4.999999997770773e-01 -2.229227002645273e-13 
 3.067500000000154e-06  5.000000000000000e-01  4.999999997792955e-01 -2.207044226196220e-13 
 3.068500000000155e-06  5.000000000000000e-01  4.999999997814916e-01 -2.185083711192526e-13 
 3.069500000000155e-06  5.000000000000000e-01  4.999999997836659e-01 -2.163341120825502e-13 
 3.070500000000155e-06  5.000000000000000e-01  4.999999997858187e-01 -2.141813202488629e-13 
 3.071500000000155e-06  5.000000000000000e-01  4.999999997879498e-01 -2.120501040384082e-13 
 3.072500000000155e-06  5.000000000000000e-01  4.999999997900598e-01 -2.099401381905341e-13 
 3.073500000000155e-06  5.000000000000000e-01  4.999999997921487e-01 -2.078513142850236e-13 
 3.074500000000155e-06  5.000000000000000e-01  4.999999997942168e-01 -2.057831986410075e-13 
 3.075500000000155e-06  5.000000000000000e-01  4.999999997962644e-01 -2.037355744180513e-13 
 3.076500000000155e-06  5.000000000000000e-01  4.999999997982917e-01 -2.017083331959379e-13 
 3.077500000000155e-06  5.000000000000000e-01  4.999999998002988e-01 -1.997011497140155e-13 
 3.078500000000155e-06  5.000000000000000e-01  4.999999998022860e-01 -1.977140239722841e-13 
 3.079500000000155e-06  5.000000000000000e-01  4.999999998042533e-01 -1.957467391303092e-13 
 3.080500000000155e-06  5.000000000000000e-01  4.999999998062010e-01 -1.937989699274389e-13 
 3.081500000000155e-06  5.000000000000000e-01  4.999999998081293e-01 -1.918707163636735e-13 
 3.082500000000156e-06  5.000000000000000e-01  4.999999998100385e-01 -1.899615447581438e-13 
 3.083500000000156e-06  5.000000000000000e-01  4.999999998119287e-01 -1.880713466906325e-13 
 3.084500000000156e-06  5.000000000000000e-01  4.999999998138000e-01 -1.862000137409225e-13 
 3.085500000000156e-06  5.000000000000000e-01  4.999999998156528e-01 -1.843472206483621e-13 
 3.086500000000156e-06  5.000000000000000e-01  4.999999998174872e-01 -1.825128589927338e-13 
 3.087500000000156e-06  5.000000000000000e-01  4.999999998193033e-01 -1.806967119336034e-13 
 3.088500000000156e-06  5.000000000000000e-01  4.999999998211012e-01 -1.788987794709707e-13 
 3.089500000000156e-06  5.000000000000000e-01  4.999999998228812e-01 -1.771188447644012e-13 
 3.090500000000156e-06  5.000000000000000e-01  4.999999998246435e-01 -1.753564741330260e-13 
 3.091500000000156e-06  5.000000000000000e-01  4.999999998263884e-01 -1.736116675768451e-13 
 3.092500000000156e-06  5.000000000000000e-01  4.999999998281159e-01 -1.718840998352067e-13 
 3.093500000000156e-06  5.000000000000000e-01  4.999999998298262e-01 -1.701737709081108e-13 
 3.094500000000156e-06  5.000000000000000e-01  4.999999998315196e-01 -1.684803555349057e-13 
 3.095500000000157e-06  5.000000000000000e-01  4.999999998331960e-01 -1.668039621358086e-13 
 3.096500000000157e-06  5.000000000000000e-01  4.999999998348558e-01 -1.651441570299506e-13 
 3.097500000000157e-06  5.000000000000000e-01  4.999999998364991e-01 -1.635009402173315e-13 
 3.098500000000157e-06  5.000000000000000e-01  4.999999998381260e-01 -1.618739864372998e-13 
 3.099500000000157e-06  5.000000000000000e-01  4.999999998397368e-01 -1.602632956898553e-13 
 3.100500000000157e-06  5.000000000000000e-01  4.999999998413315e-01 -1.586685427143464e-13 
 3.101500000000157e-06  5.000000000000000e-01  4.999999998429104e-01 -1.570895106703385e-13 
 3.102500000000157e-06  5.000000000000000e-01  4.999999998444736e-01 -1.555264163982661e-13 
 3.103500000000157e-06  5.000000000000000e-01  4.999999998460211e-01 -1.539789346374776e-13 
 3.104500000000157e-06  5.000000000000000e-01  4.999999998475531e-01 -1.524468485475383e-13 
 3.105500000000157e-06  5.000000000000000e-01  4.999999998490700e-01 -1.509299412880138e-13 
 3.106500000000157e-06  5.000000000000000e-01  4.999999998505719e-01 -1.494281044386869e-13 
 3.107500000000157e-06  5.000000000000000e-01  4.999999998520588e-01 -1.479412295793403e-13 
 3.108500000000158e-06  5.000000000000000e-01  4.999999998535309e-01 -1.464690998695395e-13 
 3.109500000000158e-06  5.000000000000000e-01  4.999999998549883e-01 -1.450117153092845e-13 
 3.110500000000158e-06  5.000000000000000e-01  4.999999998564312e-01 -1.435687506379235e-13 
 3.111500000000158e-06  5.000000000000000e-01  4.999999998578598e-01 -1.421402058554566e-13 
 3.112500000000158e-06  5.000000000000000e-01  4.999999998592741e-01 -1.407258641214493e-13 
 3.113500000000158e-06  5.000000000000000e-01  4.999999998606744e-01 -1.393255085954670e-13 
 3.114500000000158e-06  5.000000000000000e-01  4.999999998620609e-01 -1.379391392775098e-13 
 3.115500000000158e-06  5.000000000000000e-01  4.999999998634335e-01 -1.365664309069259e-13 
 3.116500000000158e-06  5.000000000000000e-01  4.999999998647924e-01 -1.352076003241498e-13 
 3.117500000000158e-06  5.000000000000000e-01  4.999999998661377e-01 -1.338622138483125e-13 
 3.118500000000158e-06  5.000000000000000e-01  4.999999998674697e-01 -1.325302714794141e-13 
 3.119500000000158e-06  5.000000000000000e-01  4.999999998687885e-01 -1.312114479568027e-13 
 3.120500000000158e-06  5.000000000000000e-01  4.999999998700942e-01 -1.299057432804784e-13 
 3.121500000000158e-06  5.000000000000000e-01  4.999999998713869e-01 -1.286131574504412e-13 
 3.122500000000159e-06  5.000000000000000e-01  4.999999998726665e-01 -1.273334736262566e-13 
 3.123500000000159e-06  5.000000000000000e-01  4.999999998739335e-01 -1.260664749674900e-13 
 3.124500000000159e-06  5.000000000000000e-01  4.999999998751880e-01 -1.248120530539243e-13 
 3.125500000000159e-06  5.000000000000000e-01  4.999999998764299e-01 -1.235700994653421e-13 
 3.126500000000159e-06  5.000000000000000e-01  4.999999998776595e-01 -1.223405057815263e-13 
 3.127500000000159e-06  5.000000000000000e-01  4.999999998788769e-01 -1.211230551620424e-13 
 3.128500000000159e-06  5.000000000000000e-01  4.999999998800821e-01 -1.199178560271075e-13 
 3.129500000000159e-06  5.000000000000000e-01  4.999999998812753e-01 -1.187246915362872e-13 
 3.130500000000159e-06  5.000000000000000e-01  4.999999998824566e-01 -1.175433448491470e-13 
 3.131500000000159e-06  5.000000000000000e-01  4.999999998836263e-01 -1.163737075454696e-13 
 3.132500000000159e-06  5.000000000000000e-01  4.999999998847843e-01 -1.152157796252551e-13 
 3.133500000000159e-06  5.000000000000000e-01  4.999999998859307e-01 -1.140692358278517e-13 
 3.134500000000159e-06  5.000000000000000e-01  4.999999998870658e-01 -1.129341845734766e-13 
 3.135500000000160e-06  5.000000000000000e-01  4.999999998881896e-01 -1.118104090216954e-13 
 3.136500000000160e-06  5.000000000000000e-01  4.999999998893022e-01 -1.106978007522907e-13 
 3.137500000000160e-06  5.000000000000000e-01  4.999999998904037e-01 -1.095962513450455e-13 
 3.138500000000160e-06  5.000000000000000e-01  4.999999998914943e-01 -1.085056523797423e-13 
 3.139500000000160e-06  5.000000000000000e-01  4.999999998925740e-01 -1.074260038563812e-13 
 3.140500000000160e-06  5.000000000000000e-01  4.999999998936429e-01 -1.063571973547450e-13 
 3.141500000000160e-06  5.000000000000000e-01  4.999999998947012e-01 -1.052987991939647e-13 
 3.142500000000160e-06  5.000000000000000e-01  4.999999998957490e-01 -1.042510262144747e-13 
 3.143500000000160e-06  5.000000000000000e-01  4.999999998967863e-01 -1.032136615758406e-13 
 3.144500000000160e-06  5.000000000000000e-01  4.999999998978134e-01 -1.021865968578450e-13 
 3.145500000000160e-06  5.000000000000000e-01  4.999999998988301e-01 -1.011699404807054e-13 
 3.146500000000160e-06  5.000000000000000e-01  4.999999998998368e-01 -1.001631503433353e-13 
 3.147500000000160e-06  5.000000000000000e-01  4.999999999008335e-01 -9.916644328616941e-14 
 3.148500000000161e-06  5.000000000000000e-01  4.999999999018203e-01 -9.817971088899036e-14 
 3.149500000000161e-06  5.000000000000000e-01  4.999999999027971e-01 -9.720284473158092e-14 
 3.150500000000161e-06  5.000000000000000e-01  4.999999999037644e-01 -9.623562797350660e-14 
 3.151500000000161e-06  5.000000000000000e-01  4.999999999047221e-01 -9.527784377433290e-14 
 3.152500000000161e-06  5.000000000000000e-01  4.999999999056702e-01 -9.432981739471158e-14 
 3.153500000000161e-06  5.000000000000000e-01  4.999999999066089e-01 -9.339111515377363e-14 
 3.154500000000161e-06  5.000000000000000e-01  4.999999999075382e-01 -9.246184547173630e-14 
 3.155500000000161e-06  5.000000000000000e-01  4.999999999084582e-01 -9.154179150816510e-14 
 3.156500000000161e-06  5.000000000000000e-01  4.999999999093691e-01 -9.063095326306003e-14 
 3.157500000000161e-06  5.000000000000000e-01  4.999999999102708e-01 -8.972922231620384e-14 
 3.158500000000161e-06  5.000000000000000e-01  4.999999999111636e-01 -8.883638182716203e-14 
 3.159500000000161e-06  5.000000000000000e-01  4.999999999120476e-01 -8.795232337571735e-14 
 3.160500000000161e-06  5.000000000000000e-01  4.999999999129228e-01 -8.707715538208705e-14 
 3.161500000000161e-06  5.000000000000000e-01  4.999999999137894e-01 -8.621066100583663e-14 
 3.162500000000162e-06  5.000000000000000e-01  4.999999999146473e-01 -8.535273182674885e-14 
