 time                   v(signal)              v(out)                 i(vin)                
 6.228000000000005e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.328000000000005e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.428000000000004e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.528000000000004e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.628000000000003e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.728000000000003e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.828000000000003e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 6.928000000000002e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.028000000000002e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.128000000000001e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.228000000000001e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.328000000000001e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.428000000000000e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.528000000000000e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.627999999999999e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.727999999999999e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.827999999999998e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 7.927999999999998e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.027999999999998e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.127999999999997e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.227999999999997e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.327999999999996e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.427999999999996e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.527999999999995e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.627999999999995e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.727999999999995e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.827999999999994e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 8.927999999999994e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.027999999999993e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.127999999999993e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.227999999999992e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.327999999999992e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.427999999999992e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.527999999999991e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.627999999999991e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.727999999999990e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.827999999999990e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 9.927999999999989e-08  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.002799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.012799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.022799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.032799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.042799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.052799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.062799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.072799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.082799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.092799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.102799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.112799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.122799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.132799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.142799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.152799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.162799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.172799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.182799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.192799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.202799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.212799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.222799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.232799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.242799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.252799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.262799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.272799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.282799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.292799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.302799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.312799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.322799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.332799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.342799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.352799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.362799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.372799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.382799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.392799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.402799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.412799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.422799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.432799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.442799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.452799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.462799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.472799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.482799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.492799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.502799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.512799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.522799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.532799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.542799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.552799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.562799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.572799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.582799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.592799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.602799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.612799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.622799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.632799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.642799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.652799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.662799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.672799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.682799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.692799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.702799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.712799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.722799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.732799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.742799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.752799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.762799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.772799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.782799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.792799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.802799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.812799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.822799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.832799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.842799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.852799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.862799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.872799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.882799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.892799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.902799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.912799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.922799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.932799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.942799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.952799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.962799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.972799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.982799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 1.992799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.002799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.012799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.022799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.032799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.042799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.052799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.062799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.072799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.082799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.092799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.102799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.112799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.122799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.132799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.142799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.152799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.162799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.172799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.182799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.192799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.202799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.212799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.222799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.232799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.242799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.252799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.262799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.272799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.282799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.292799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.302799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.312799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.322799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.332799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.342799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.352799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.362799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.372799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.382799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.392799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.402799999999993e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.412799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.422799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.432799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.442799999999994e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.452799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.462799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.472799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.482799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.492799999999995e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.502799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.512799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.522799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.532799999999996e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.542799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.552799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.562799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.572799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.582799999999997e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.592799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.602799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.612799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.622799999999998e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.632799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.642799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.652799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.662799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.672799999999999e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.682800000000000e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.692800000000000e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.702800000000000e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.712800000000000e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.722800000000001e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.732800000000001e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.742800000000001e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.752800000000001e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.762800000000001e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.772800000000002e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.782800000000002e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.792800000000002e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.802800000000002e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.812800000000003e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.822800000000003e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.832800000000003e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.842800000000003e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.852800000000003e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.862800000000004e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.872800000000004e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.882800000000004e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.892800000000004e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.902800000000005e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.912800000000005e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.922800000000005e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.932800000000005e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
 2.942800000000005e-07  3.000000000000000e-01  3.000000000000003e-01  3.252606517456513e-19 
