 time                v(signal)           v(out)              i(vdd)             
 0.000000000000e+00  4.000000000000e-01  3.998672724957e-01 -1.666722279781e-04 
 5.000000000000e-11  4.000000000000e-01  3.998672724956e-01 -1.666722280577e-04 
 1.000000000000e-10  4.000000000000e-01  3.998672724956e-01 -1.666722280509e-04 
 2.000000000000e-10  4.000000000000e-01  3.998672724956e-01 -1.666722280514e-04 
 4.000000000000e-10  4.000000000000e-01  3.998672724956e-01 -1.666722280660e-04 
 8.000000000000e-10  4.000000000000e-01  3.998672724956e-01 -1.666722280488e-04 
 1.600000000000e-09  4.000000000000e-01  3.998672724955e-01 -1.666722280803e-04 
 3.200000000000e-09  4.000000000000e-01  3.998672724953e-01 -1.666722280193e-04 
 6.400000000000e-09  4.000000000000e-01  3.998672724952e-01 -1.666722280296e-04 
 1.140000000000e-08  4.000000000000e-01  3.998672724951e-01 -1.666722280507e-04 
 1.640000000000e-08  4.000000000000e-01  3.998672724952e-01 -1.666722280179e-04 
 2.140000000000e-08  4.000000000000e-01  3.998672724954e-01 -1.666722280539e-04 
 2.640000000000e-08  4.000000000000e-01  3.998672724957e-01 -1.666722280518e-04 
 3.140000000000e-08  4.000000000000e-01  3.998672724960e-01 -1.666722280437e-04 
 3.640000000000e-08  4.000000000000e-01  3.998672724964e-01 -1.666722280593e-04 
 4.140000000000e-08  4.000000000000e-01  3.998672724969e-01 -1.666722280350e-04 
 4.640000000000e-08  4.000000000000e-01  3.998672724973e-01 -1.666722280514e-04 
 5.140000000000e-08  4.000000000000e-01  3.998672724977e-01 -1.666722280536e-04 
 5.640000000000e-08  4.000000000000e-01  3.998672724980e-01 -1.666722280408e-04 
 6.140000000000e-08  4.000000000000e-01  3.998672724983e-01 -1.666722280372e-04 
 6.640000000000e-08  4.000000000000e-01  3.998672724985e-01 -1.666722280533e-04 
 7.140000000000e-08  4.000000000000e-01  3.998672724989e-01 -1.666722280266e-04 
 7.640000000000e-08  4.000000000000e-01  3.998672724993e-01 -1.666722280736e-04 
 8.140000000000e-08  4.000000000000e-01  3.998672724996e-01 -1.666722280197e-04 
 8.640000000000e-08  4.000000000000e-01  3.998672725000e-01 -1.666722280448e-04 
 9.140000000000e-08  4.000000000000e-01  3.998672725002e-01 -1.666722280568e-04 
 9.640000000000e-08  4.000000000000e-01  3.998672725003e-01 -1.666722280299e-04 
 1.014000000000e-07  4.000000000000e-01  3.998672725006e-01 -1.666722280582e-04 
 1.064000000000e-07  4.000000000000e-01  3.998672725007e-01 -1.666722280669e-04 
 1.114000000000e-07  4.000000000000e-01  3.998672725008e-01 -1.666722280273e-04 
 1.164000000000e-07  4.000000000000e-01  3.998672725009e-01 -1.666722280106e-04 
 1.214000000000e-07  4.000000000000e-01  3.998672725010e-01 -1.666722280322e-04 
 1.264000000000e-07  4.000000000000e-01  3.998672725009e-01 -1.666722280408e-04 
 1.314000000000e-07  4.000000000000e-01  3.998672725006e-01 -1.666722280041e-04 
 1.364000000000e-07  4.000000000000e-01  3.998672725004e-01 -1.666722280108e-04 
 1.414000000000e-07  4.000000000000e-01  3.998672725003e-01 -1.666722280520e-04 
 1.464000000000e-07  4.000000000000e-01  3.998672725001e-01 -1.666722280445e-04 
 1.514000000000e-07  4.000000000000e-01  3.998672724996e-01 -1.666722280446e-04 
 1.564000000000e-07  4.000000000000e-01  3.998672724991e-01 -1.666722280560e-04 
 1.614000000000e-07  4.000000000000e-01  3.998672724988e-01 -1.666722280125e-04 
 1.664000000000e-07  4.000000000000e-01  3.998672724983e-01 -1.666722280524e-04 
 1.714000000000e-07  4.000000000000e-01  3.998672724980e-01 -1.666722280401e-04 
 1.764000000000e-07  4.000000000000e-01  3.998672724977e-01 -1.666722280149e-04 
 1.814000000000e-07  4.000000000000e-01  3.998672724976e-01 -1.666722280419e-04 
 1.864000000000e-07  4.000000000000e-01  3.998672724975e-01 -1.666722280575e-04 
 1.914000000000e-07  4.000000000000e-01  3.998672724971e-01 -1.666722280434e-04 
