 time                v(signal)           v(out)              i(vdd)             
 0.000000000000e+00  4.000000000000e-01  3.999696853426e-01 -5.944245368840e-04 
 5.000000000000e-11  4.000000000000e-01  3.999696853426e-01 -5.944245368787e-04 
 1.000000000000e-10  4.000000000000e-01  3.999696853426e-01 -5.944245368475e-04 
 2.000000000000e-10  4.000000000000e-01  3.999696853426e-01 -5.944245368798e-04 
 4.000000000000e-10  4.000000000000e-01  3.999696853426e-01 -5.944245368821e-04 
 8.000000000000e-10  4.000000000000e-01  3.999696853426e-01 -5.944245368919e-04 
 1.600000000000e-09  4.000000000000e-01  3.999696853426e-01 -5.944245368783e-04 
 3.200000000000e-09  4.000000000000e-01  3.999696853426e-01 -5.944245368645e-04 
 6.400000000000e-09  4.000000000000e-01  3.999696853426e-01 -5.944245368423e-04 
 1.140000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368193e-04 
 1.640000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368516e-04 
 2.140000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368497e-04 
 2.640000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368373e-04 
 3.140000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368371e-04 
 3.640000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368636e-04 
 4.140000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368179e-04 
 4.640000000000e-08  4.000000000000e-01  3.999696853426e-01 -5.944245368277e-04 
 5.140000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368472e-04 
 5.640000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368447e-04 
 6.140000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368359e-04 
 6.640000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368467e-04 
 7.140000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368336e-04 
 7.640000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368443e-04 
 8.140000000000e-08  4.000000000000e-01  3.999696853425e-01 -5.944245368168e-04 
